problem_id,split,language,difficulty,difficulty_source,membership
emacs lisp/24,test_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/25,test_problems,emacs lisp,middle,level_propagated,gen+expl+compl
emacs lisp/26,train_problems,emacs lisp,middle,level_propagated,gen+expl+compl
emacs lisp/27,test_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/28,train_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/29,train_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/30,test_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/31,train_problems,emacs lisp,hard,level_propagated,gen+expl+compl
emacs lisp/32,train_problems,emacs lisp,middle,level_propagated,gen+expl+compl
emacs lisp/33,train_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/34,train_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/35,test_problems,emacs lisp,middle,level_propagated,gen+expl+compl
emacs lisp/36,train_problems,emacs lisp,hard,level_propagated,gen+expl+compl
emacs lisp/37,train_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/38,train_problems,emacs lisp,middle,level_propagated,gen+expl+compl
emacs lisp/39,train_problems,emacs lisp,middle,level_propagated,gen+expl+compl
emacs lisp/40,train_problems,emacs lisp,middle,level_propagated,gen+expl+compl
emacs lisp/41,train_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/42,test_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/43,test_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/44,train_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/45,train_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/46,train_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/47,train_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/48,train_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/49,train_problems,emacs lisp,easy,level_propagated,gen+expl+compl
emacs lisp/50,train_problems,emacs lisp,easy,level_propagated,gen+expl+compl
erlang/1,train_problems,erlang,hard,level_propagated,gen+expl+compl
erlang/2,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/3,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/4,train_problems,erlang,middle,level_propagated,gen+expl+compl
erlang/5,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/6,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/7,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/8,train_problems,erlang,middle,level_propagated,gen+expl+compl
erlang/9,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/10,train_problems,erlang,hard,level_propagated,gen+expl+compl
erlang/11,test_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/12,test_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/13,train_problems,erlang,middle,level_propagated,gen+expl+compl
erlang/14,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/15,test_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/16,train_problems,erlang,middle,level_propagated,gen+expl+compl
erlang/17,train_problems,erlang,middle,level_propagated,gen+expl+compl
erlang/18,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/19,test_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/20,train_problems,erlang,hard,level_propagated,gen+expl+compl
erlang/21,train_problems,erlang,hard,level_propagated,gen+expl+compl
erlang/22,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/23,train_problems,erlang,hard,level_propagated,gen+expl+compl
erlang/24,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/25,test_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/26,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/27,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/28,train_problems,erlang,middle,level_propagated,gen+expl+compl
erlang/29,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/30,test_problems,erlang,middle,level_propagated,gen+expl+compl
erlang/31,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/32,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/33,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/34,train_problems,erlang,hard,level_propagated,gen+expl+compl
erlang/35,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/36,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/37,train_problems,erlang,middle,level_propagated,gen+expl+compl
erlang/38,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/39,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/40,test_problems,erlang,hard,level_propagated,gen+expl+compl
erlang/41,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/42,train_problems,erlang,hard,level_propagated,gen+expl+compl
erlang/43,test_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/44,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/45,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/46,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/47,train_problems,erlang,easy,level_propagated,gen+expl+compl
erlang/48,train_problems,erlang,middle,level_propagated,gen+expl+compl
erlang/49,test_problems,erlang,middle,level_propagated,gen+expl+compl
erlang/50,train_problems,erlang,middle,level_propagated,gen+expl+compl
f#/1,train_problems,f#,middle,level_propagated,gen+expl+compl
f#/2,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/3,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/4,test_problems,f#,middle,level_propagated,gen+expl+compl
f#/5,test_problems,f#,easy,level_propagated,gen+expl+compl
f#/6,train_problems,f#,hard,level_propagated,gen+expl+compl
f#/7,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/8,train_problems,f#,hard,level_propagated,gen+expl+compl
f#/9,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/10,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/11,test_problems,f#,middle,level_propagated,gen+expl+compl
f#/12,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/13,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/14,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/15,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/16,test_problems,f#,easy,level_propagated,gen+expl+compl
f#/17,test_problems,f#,easy,level_propagated,gen+expl+compl
f#/18,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/19,train_problems,f#,hard,level_propagated,gen+expl+compl
f#/20,train_problems,f#,middle,level_propagated,gen+expl+compl
f#/21,train_problems,f#,middle,level_propagated,gen+expl+compl
f#/22,test_problems,f#,easy,level_propagated,gen+expl+compl
f#/23,train_problems,f#,middle,level_propagated,gen+expl+compl
f#/24,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/25,train_problems,f#,middle,level_propagated,gen+expl+compl
f#/26,train_problems,f#,middle,level_propagated,gen+expl+compl
f#/27,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/28,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/29,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/30,train_problems,f#,hard,level_propagated,gen+expl+compl
f#/31,train_problems,f#,middle,level_propagated,gen+expl+compl
f#/32,train_problems,f#,hard,level_propagated,gen+expl+compl
f#/33,train_problems,f#,middle,level_propagated,gen+expl+compl
f#/34,test_problems,f#,hard,level_propagated,gen+expl+compl
f#/35,test_problems,f#,hard,level_propagated,gen+expl+compl
f#/36,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/37,train_problems,f#,hard,level_propagated,gen+expl+compl
f#/38,test_problems,f#,easy,level_propagated,gen+expl+compl
f#/39,train_problems,f#,hard,level_propagated,gen+expl+compl
f#/40,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/41,test_problems,f#,easy,level_propagated,gen+expl+compl
f#/42,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/43,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/44,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/45,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/46,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/47,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/48,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/49,train_problems,f#,easy,level_propagated,gen+expl+compl
f#/50,train_problems,f#,easy,level_propagated,gen+expl+compl
fortran/1,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/2,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/3,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/4,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/5,train_problems,fortran,middle,level_propagated,gen+expl+compl
fortran/6,test_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/7,test_problems,fortran,hard,level_propagated,gen+expl+compl
fortran/8,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/9,test_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/10,train_problems,fortran,middle,level_propagated,gen+expl+compl
fortran/11,test_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/12,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/13,test_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/14,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/15,train_problems,fortran,middle,level_propagated,gen+expl+compl
fortran/16,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/17,train_problems,fortran,hard,level_propagated,gen+expl+compl
fortran/18,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/19,train_problems,fortran,hard,level_propagated,gen+expl+compl
fortran/20,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/21,train_problems,fortran,middle,level_propagated,gen+expl+compl
fortran/22,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/23,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/24,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/25,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/26,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/27,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/28,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/29,test_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/30,train_problems,fortran,hard,level_propagated,gen+expl+compl
fortran/31,train_problems,fortran,middle,level_propagated,gen+expl+compl
fortran/32,train_problems,fortran,hard,level_propagated,gen+expl+compl
fortran/33,train_problems,fortran,middle,level_propagated,gen+expl+compl
fortran/34,train_problems,fortran,middle,level_propagated,gen+expl+compl
fortran/35,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/36,test_problems,fortran,middle,level_propagated,gen+expl+compl
fortran/37,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/38,test_problems,fortran,middle,level_propagated,gen+expl+compl
fortran/39,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/40,train_problems,fortran,hard,level_propagated,gen+expl+compl
fortran/41,train_problems,fortran,hard,level_propagated,gen+expl+compl
fortran/42,train_problems,fortran,middle,level_propagated,gen+expl+compl
fortran/43,train_problems,fortran,hard,level_propagated,gen+expl+compl
fortran/44,test_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/45,test_problems,fortran,hard,level_propagated,gen+expl+compl
fortran/46,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/47,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/48,train_problems,fortran,easy,level_propagated,gen+expl+compl
fortran/49,train_problems,fortran,hard,level_propagated,gen+expl+compl
fortran/50,train_problems,fortran,easy,level_propagated,gen+expl+compl
go/1,train_problems,go,easy,level_propagated,gen+expl+compl
go/2,train_problems,go,middle,level_propagated,gen+expl+compl
go/3,train_problems,go,middle,level_propagated,gen+expl+compl
go/4,train_problems,go,easy,level_propagated,gen+expl+compl
go/5,train_problems,go,easy,level_propagated,gen+expl+compl
go/6,train_problems,go,easy,level_propagated,gen+expl+compl
go/7,train_problems,go,middle,level_propagated,gen+expl+compl
go/8,train_problems,go,easy,level_propagated,gen+expl+compl
go/9,train_problems,go,easy,level_propagated,gen+expl+compl
go/10,train_problems,go,easy,level_propagated,gen+expl+compl
go/11,test_problems,go,easy,level_propagated,gen+expl+compl
go/12,test_problems,go,easy,level_propagated,gen+expl+compl
go/13,train_problems,go,easy,level_propagated,gen+expl+compl
go/14,train_problems,go,hard,level_propagated,gen+expl+compl
go/15,train_problems,go,easy,level_propagated,gen+expl+compl
go/16,train_problems,go,easy,level_propagated,gen+expl+compl
go/17,train_problems,go,middle,level_propagated,gen+expl+compl
go/18,train_problems,go,hard,level_propagated,gen+expl+compl
go/19,train_problems,go,easy,level_propagated,gen+expl+compl
go/20,train_problems,go,easy,level_propagated,gen+expl+compl
go/21,test_problems,go,easy,level_propagated,gen+expl+compl
go/22,train_problems,go,easy,level_propagated,gen+expl+compl
go/23,train_problems,go,middle,level_propagated,gen+expl+compl
go/24,train_problems,go,easy,level_propagated,gen+expl+compl
go/25,train_problems,go,easy,level_propagated,gen+expl+compl
go/26,train_problems,go,easy,level_propagated,gen+expl+compl
go/27,train_problems,go,easy,level_propagated,gen+expl+compl
go/28,test_problems,go,easy,level_propagated,gen+expl+compl
go/29,train_problems,go,easy,level_propagated,gen+expl+compl
go/30,train_problems,go,easy,level_propagated,gen+expl+compl
go/31,train_problems,go,easy,level_propagated,gen+expl+compl
go/32,test_problems,go,easy,level_propagated,gen+expl+compl
go/33,train_problems,go,middle,level_propagated,gen+expl+compl
go/34,test_problems,go,middle,level_propagated,gen+expl+compl
go/35,train_problems,go,middle,level_propagated,gen+expl+compl
go/36,train_problems,go,easy,level_propagated,gen+expl+compl
go/37,train_problems,go,hard,level_propagated,gen+expl+compl
go/38,train_problems,go,middle,level_propagated,gen+expl+compl
go/39,test_problems,go,middle,level_propagated,gen+expl+compl
go/40,train_problems,go,hard,level_propagated,gen+expl+compl
go/41,train_problems,go,hard,level_propagated,gen+expl+compl
go/42,test_problems,go,hard,level_propagated,gen+expl+compl
go/43,test_problems,go,hard,level_propagated,gen+expl+compl
go/44,train_problems,go,hard,level_propagated,gen+expl+compl
go/45,train_problems,go,hard,level_propagated,gen+expl+compl
go/46,train_problems,go,easy,level_propagated,gen+expl+compl
go/47,train_problems,go,hard,level_propagated,gen+expl+compl
go/48,train_problems,go,easy,level_propagated,gen+expl+compl
go/49,test_problems,go,easy,level_propagated,gen+expl+compl
go/50,train_problems,go,easy,level_propagated,gen+expl+compl
groovy/1,test_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/2,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/3,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/4,train_problems,groovy,hard,level_propagated,gen+expl+compl
groovy/5,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/6,train_problems,groovy,middle,level_propagated,gen+expl+compl
groovy/7,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/8,train_problems,groovy,hard,level_propagated,gen+expl+compl
groovy/9,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/11,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/12,test_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/13,test_problems,groovy,middle,level_propagated,gen+expl+compl
groovy/14,train_problems,groovy,middle,level_propagated,gen+expl+compl
groovy/15,train_problems,groovy,middle,level_propagated,gen+expl+compl
groovy/16,test_problems,groovy,hard,level_propagated,gen+expl+compl
groovy/17,test_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/18,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/19,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/20,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/21,train_problems,groovy,middle,level_propagated,gen+expl+compl
groovy/22,train_problems,groovy,hard,level_propagated,gen+expl+compl
groovy/23,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/24,train_problems,groovy,hard,level_propagated,gen+expl+compl
groovy/25,test_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/26,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/27,train_problems,groovy,middle,level_propagated,gen+expl+compl
groovy/28,test_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/29,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/30,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/31,train_problems,groovy,hard,level_propagated,gen+expl+compl
groovy/32,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/33,train_problems,groovy,middle,level_propagated,gen+expl+compl
groovy/34,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/35,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/36,test_problems,groovy,middle,level_propagated,gen+expl+compl
groovy/37,train_problems,groovy,middle,level_propagated,gen+expl+compl
groovy/38,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/39,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/40,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/41,train_problems,groovy,middle,level_propagated,gen+expl+compl
groovy/42,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/43,train_problems,groovy,hard,level_propagated,gen+expl+compl
groovy/44,train_problems,groovy,middle,level_propagated,gen+expl+compl
groovy/45,test_problems,groovy,hard,level_propagated,gen+expl+compl
groovy/46,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/47,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/48,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/49,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/50,train_problems,groovy,easy,level_propagated,gen+expl+compl
groovy/51,test_problems,groovy,easy,level_propagated,gen+expl+compl
haskell/1,test_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/2,train_problems,haskell,middle,level_propagated,gen+expl+compl
haskell/3,train_problems,haskell,hard,level_propagated,gen+expl+compl
haskell/4,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/5,train_problems,haskell,middle,level_propagated,gen+expl+compl
haskell/6,train_problems,haskell,middle,level_propagated,gen+expl+compl
haskell/7,train_problems,haskell,middle,level_propagated,gen+expl+compl
haskell/8,train_problems,haskell,middle,level_propagated,gen+expl+compl
haskell/9,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/10,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/11,test_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/12,test_problems,haskell,hard,level_propagated,gen+expl+compl
haskell/13,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/14,test_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/15,test_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/16,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/17,train_problems,haskell,hard,level_propagated,gen+expl+compl
haskell/18,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/19,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/20,test_problems,haskell,middle,level_propagated,gen+expl+compl
haskell/21,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/22,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/23,test_problems,haskell,hard,level_propagated,gen+expl+compl
haskell/24,train_problems,haskell,middle,level_propagated,gen+expl+compl
haskell/25,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/26,train_problems,haskell,middle,level_propagated,gen+expl+compl
haskell/27,train_problems,haskell,hard,level_propagated,gen+expl+compl
haskell/28,train_problems,haskell,hard,level_propagated,gen+expl+compl
haskell/29,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/30,train_problems,haskell,hard,level_propagated,gen+expl+compl
haskell/31,test_problems,haskell,middle,level_propagated,gen+expl+compl
haskell/32,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/33,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/34,train_problems,haskell,middle,level_propagated,gen+expl+compl
haskell/35,train_problems,haskell,hard,level_propagated,gen+expl+compl
haskell/36,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/37,train_problems,haskell,hard,level_propagated,gen+expl+compl
haskell/38,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/39,test_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/40,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/41,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/42,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/43,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/44,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/45,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/46,test_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/47,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/48,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/49,train_problems,haskell,easy,level_propagated,gen+expl+compl
haskell/50,train_problems,haskell,easy,level_propagated,gen+expl+compl
html/1,train_problems,html,easy,level_propagated,gen+expl+compl
html/2,train_problems,html,middle,level_propagated,gen+expl+compl
html/3,train_problems,html,easy,level_propagated,gen+expl+compl
html/4,train_problems,html,easy,level_propagated,gen+expl+compl
html/5,test_problems,html,easy,level_propagated,gen+expl+compl
html/6,train_problems,html,middle,level_propagated,gen+expl+compl
html/7,train_problems,html,hard,level_propagated,gen+expl+compl
html/8,train_problems,html,middle,level_propagated,gen+expl+compl
html/9,train_problems,html,easy,level_propagated,gen+expl+compl
html/10,train_problems,html,easy,level_propagated,gen+expl+compl
html/11,train_problems,html,easy,level_propagated,gen+expl+compl
html/12,train_problems,html,easy,level_propagated,gen+expl+compl
html/13,train_problems,html,easy,level_propagated,gen+expl+compl
html/14,train_problems,html,easy,level_propagated,gen+expl+compl
html/15,train_problems,html,easy,level_propagated,gen+expl+compl
html/16,test_problems,html,easy,level_propagated,gen+expl+compl
html/17,train_problems,html,easy,level_propagated,gen+expl+compl
html/18,train_problems,html,hard,level_propagated,gen+expl+compl
html/19,test_problems,html,easy,level_propagated,gen+expl+compl
html/20,train_problems,html,hard,level_propagated,gen+expl+compl
html/21,train_problems,html,easy,level_propagated,gen+expl+compl
html/22,train_problems,html,hard,level_propagated,gen+expl+compl
html/23,train_problems,html,easy,level_propagated,gen+expl+compl
html/24,train_problems,html,easy,level_propagated,gen+expl+compl
html/25,train_problems,html,hard,level_propagated,gen+expl+compl
html/26,train_problems,html,hard,level_propagated,gen+expl+compl
html/27,train_problems,html,middle,level_propagated,gen+expl+compl
html/28,train_problems,html,easy,level_propagated,gen+expl+compl
html/29,train_problems,html,easy,level_propagated,gen+expl+compl
html/30,train_problems,html,easy,level_propagated,gen+expl+compl
html/31,test_problems,html,middle,level_propagated,gen+expl+compl
html/32,test_problems,html,hard,level_propagated,gen+expl+compl
html/33,test_problems,html,middle,level_propagated,gen+expl+compl
html/34,test_problems,html,hard,level_propagated,gen+expl+compl
html/35,test_problems,html,easy,level_propagated,gen+expl+compl
html/36,train_problems,html,easy,level_propagated,gen+expl+compl
html/37,train_problems,html,middle,level_propagated,gen+expl+compl
html/38,train_problems,html,easy,level_propagated,gen+expl+compl
html/39,train_problems,html,easy,level_propagated,gen+expl+compl
html/40,train_problems,html,middle,level_propagated,gen+expl+compl
html/41,train_problems,html,easy,level_propagated,gen+expl+compl
html/42,train_problems,html,middle,level_propagated,gen+expl+compl
html/43,train_problems,html,middle,level_propagated,gen+expl+compl
html/44,train_problems,html,easy,level_propagated,gen+expl+compl
html/45,test_problems,html,easy,level_propagated,gen+expl+compl
html/46,train_problems,html,easy,level_propagated,gen+expl+compl
html/47,train_problems,html,easy,level_propagated,gen+expl+compl
html/48,train_problems,html,easy,level_propagated,gen+expl+compl
html/49,train_problems,html,easy,level_propagated,gen+expl+compl
html/50,test_problems,html,easy,level_propagated,gen+expl+compl
java/1,train_problems,java,easy,level_propagated,gen+expl+compl
java/2,train_problems,java,easy,level_propagated,gen+expl+compl
java/3,test_problems,java,easy,level_propagated,gen+expl+compl
java/4,train_problems,java,hard,level_propagated,gen+expl+compl
java/5,train_problems,java,hard,level_propagated,gen+expl+compl
java/6,train_problems,java,middle,level_propagated,gen+expl+compl
java/7,train_problems,java,easy,level_propagated,gen+expl+compl
java/8,train_problems,java,easy,level_propagated,gen+expl+compl
java/9,train_problems,java,easy,level_propagated,gen+expl+compl
java/10,train_problems,java,hard,level_propagated,gen+expl+compl
java/11,train_problems,java,easy,level_propagated,gen+expl+compl
java/12,train_problems,java,hard,level_propagated,gen+expl+compl
java/13,test_problems,java,easy,level_propagated,gen+expl+compl
java/14,train_problems,java,middle,level_propagated,gen+expl+compl
java/15,train_problems,java,easy,level_propagated,gen+expl+compl
java/16,train_problems,java,easy,level_propagated,gen+expl+compl
java/17,train_problems,java,middle,level_propagated,gen+expl+compl
java/18,test_problems,java,middle,level_propagated,gen+expl+compl
java/19,train_problems,java,hard,level_propagated,gen+expl+compl
java/20,train_problems,java,easy,level_propagated,gen+expl+compl
java/21,train_problems,java,middle,level_propagated,gen+expl+compl
java/22,train_problems,java,easy,level_propagated,gen+expl+compl
java/23,train_problems,java,easy,level_propagated,gen+expl+compl
java/24,test_problems,java,hard,level_propagated,gen+expl+compl
java/25,test_problems,java,easy,level_propagated,gen+expl+compl
java/26,train_problems,java,easy,level_propagated,gen+expl+compl
java/27,test_problems,java,easy,level_propagated,gen+expl+compl
java/28,train_problems,java,easy,level_propagated,gen+expl+compl
java/29,test_problems,java,easy,level_propagated,gen+expl+compl
java/30,train_problems,java,easy,level_propagated,gen+expl+compl
java/31,train_problems,java,easy,level_propagated,gen+expl+compl
java/32,train_problems,java,easy,level_propagated,gen+expl+compl
java/33,train_problems,java,easy,level_propagated,gen+expl+compl
java/34,train_problems,java,easy,level_propagated,gen+expl+compl
java/35,test_problems,java,easy,level_propagated,gen+expl+compl
java/36,train_problems,java,middle,level_propagated,gen+expl+compl
java/37,train_problems,java,easy,level_propagated,gen+expl+compl
java/38,train_problems,java,easy,level_propagated,gen+expl+compl
java/39,train_problems,java,easy,level_propagated,gen+expl+compl
java/40,train_problems,java,hard,level_propagated,gen+expl+compl
java/41,train_problems,java,easy,level_propagated,gen+expl+compl
java/42,test_problems,java,hard,level_propagated,gen+expl+compl
java/43,train_problems,java,middle,level_propagated,gen+expl+compl
java/44,train_problems,java,hard,level_propagated,gen+expl+compl
java/45,train_problems,java,hard,level_propagated,gen+expl+compl
java/46,train_problems,java,middle,level_propagated,gen+expl+compl
java/47,train_problems,java,hard,level_propagated,gen+expl+compl
java/48,test_problems,java,hard,level_propagated,gen+expl+compl
java/49,train_problems,java,hard,level_propagated,gen+expl+compl
java/50,train_problems,java,middle,level_propagated,gen+expl+compl
java/51,train_problems,java,easy,level_propagated,gen+expl+compl
java/52,train_problems,java,easy,level_propagated,gen+expl+compl
java/53,test_problems,java,middle,level_propagated,gen+expl+compl
javascript/1,test_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/2,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/3,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/4,train_problems,javascript,middle,level_propagated,gen+expl+compl
javascript/5,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/6,train_problems,javascript,middle,level_propagated,gen+expl+compl
javascript/7,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/8,train_problems,javascript,middle,level_propagated,gen+expl+compl
javascript/9,test_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/10,train_problems,javascript,easy,level_propagated,gen+expl+compl
